LFQ.intensity.H1	LFQ.intensity.H2	LFQ.intensity.H3	LFQ.intensity.L1	LFQ.intensity.L2	LFQ.intensity.L3	Only.identified.by.site	Reverse	Potential.contaminant	Peptides	Razor...unique.peptides	Unique.peptides	Sequence.coverage....	Unique...razor.sequence.coverage....	Unique.sequence.coverage....	Mol..weight..kDa.	PEP	Intensity	H_vs_L_logFC	H_vs_L_AveExpr	H_vs_L_t	H_vs_L_P.Value	H_vs_L_adj.P.Val	H_vs_L_B	H_vs_L_-log(P.Value)	H_vs_L_-log(adj.P.Val)	Protein.IDs	Majority.protein.IDs	Protein.names	Gene.names	id	H_vs_L_Valid	H_vs_L_Significant
30.22110367	30.39836693	30.32118797	30.96760559	30.96760559	31.03058243				39	39	39	45	45	45	115.73	1.25E-203	7836600000	0.675045013	30.65107536	8.538076684	1.98E-05	0.000126151	3.242255627	4.704166213	3.899108677	Q9H0A0;E7ESU4;E9PMN9;E9PMU0;E9PJN6	Q9H0A0;E7ESU4;E9PMN9	N-acetyltransferase 10	NAT10	6040	+	
28.67035866	28.85117722	28.60156441	27.70573616	27.82828331	27.61326981				29	28	28	34.2	33.3	33.3	117.84	1.36E-133	2085700000	-0.991937002	28.21173159	-8.532741376	1.99E-05	0.000126387	3.237215308	4.702092635	3.898296717	P00968	P00968	Carbamoyl-phosphate synthase large chain	carB	2043	+	
31.48124886	31.57374001	31.28898811	32.36414719	32.16205215	32.44631195				17	17	11	57	57	39	49.229	9.63E-105	13222000000	0.876178106	31.88608138	8.521921596	2.01E-05	0.000126877	3.226985286	4.697884265	3.896616997	P31943;G8JLB6;E9PCY7;D6RIU0;D6RBM0;D6RFM3;D6RIT2;D6RAM1;E5RGV0;D6R9T0;D6RDU3;D6RJ04;D6RIH9;H0YB39;E7EQJ0;E7EN40;H0YBD7;D6RDL0;E5RGH4;H0YBG7;D6RF17;F5GZT4;D6R9D3;H0YAQ2;E5RJ94	P31943;G8JLB6;E9PCY7;D6RIU0;D6RBM0;D6RFM3;D6RIT2	Heterogeneous nuclear ribonucleoprotein H;Heterogeneous nuclear ribonucleoprotein H, N-terminally processed	HNRNPH1	1408	+	
28.39324188	28.38954544	28.468256	27.58737373	27.32037926	27.42512894				11	11	11	43.7	43.7	43.7	30.029	4.79E-41	1789000000	-0.972720464	27.93065421	-8.523611261	2.00E-05	0.000126877	3.2285836	4.698541749	3.896616997	P76268	P76268	Transcriptional regulator kdgR	kdgR	4547	+	
28.90116882	28.95483398	28.96260262	29.65254021	29.63279724	29.62654686				32	32	32	48.7	48.7	48.7	102.97	1.12E-228	3107000000	0.697759628	29.28841496	8.512992967	2.02E-05	0.000127342	3.218534778	4.694408187	3.895027792	Q86XP3;Q86XP3-2	Q86XP3;Q86XP3-2	ATP-dependent RNA helicase DDX42	DDX42	5415	+	
31.80639458	31.85304451	31.77054977	31.24337006	31.21178055	31.0879364				13	13	13	66.5	66.5	66.5	36.307	2.07E-103	13428000000	-0.628967285	31.49551264	-8.514168568	2.02E-05	0.000127342	3.219647869	4.694866039	3.895027792	P52697	P52697	6-phosphogluconolactonase	pgl	4157	+	
30.67976952	30.77801132	30.66892433	31.32948875	31.49669456	31.33987236				66	66	66	32.7	32.7	32.7	267.29	0	8384800000	0.679783503	31.04879347	8.486559121	2.07E-05	0.000129422	3.193470988	4.684099609	3.887992691	P12270;Q5SWX9	P12270	Nucleoprotein TPR	TPR	3158	+	
29.7088604	29.71645927	29.63017273	30.3180542	30.39048767	30.32526207				75	75	62	30.6	30.6	26	358.2	0	6462200000	0.65943718	30.01488272	8.472824272	2.10E-05	0.000130513	3.180421117	4.678733043	3.884344594	P49792;E9PGT0;A6NKT7;Q7Z3J3;P0DJD0;P0DJD1;F8VYC4;C9JX22;B4DZH4;E7ES93;B4DTM4;H0YBN8;Q7Z3J3-2;C9J149;F8WBP7;C9J1W9;C9JF75;C9J6W1;H7BZ48	P49792;E9PGT0	E3 SUMO-protein ligase RanBP2;Putative peptidyl-prolyl cis-trans isomerase	RANBP2	4088	+	
33.28652954	33.14534378	33.33849335	33.86008072	33.80718994	33.94470596				25	24	23	57.7	56.1	54.6	54.231	2.23E-247	57944000000	0.613869985	33.56372388	8.473998297	2.09E-05	0.000130513	3.181537312	4.679192042	3.884344594	Q15233;F5GYZ3;H7C367;C9JYS8;C9IZL7;C9J4X2	Q15233;F5GYZ3;H7C367;C9JYS8	Non-POU domain-containing octamer-binding protein	NONO	4991	+	
29.34790039	29.26691818	29.08010674	29.9928112	30.11327553	30.1952343				30	30	30	34.5	34.5	34.5	102.99	2.92E-137	4073400000	0.868798574	29.66604106	8.468314123	2.10E-05	0.000130671	3.176131876	4.67696927	3.883819893	E9PLK3;P55786;B7Z463;F5H0W3;E5RJ24;E7EWZ2;A6NEC2;F5GZY4;H0YAQ6;H0YDG0;E9PP11;A6NEC2-2;H0YCQ5;E9PJ74;H0YBP6;E9PJY4;E9PPD4;A6NEC2-3;E9PRQ5;E9PI82	E9PLK3;P55786;B7Z463;F5H0W3	Puromycin-sensitive aminopeptidase	NPEPPS	1046	+	
30.1952343	30.36056328	30.37438202	31.12294769	30.97939491	30.99858093				19	18	18	53.1	51.6	51.6	52.507	5.11E-112	5655000000	0.723581314	30.67185052	8.465253977	2.11E-05	0.000130846	3.173220483	4.675772112	3.883240948	F5H656;Q8WXF1;Q8WXF1-2	F5H656;Q8WXF1;Q8WXF1-2	Paraspeckle component 1	PSPC1	1217	+	
29.17321777	29.11672401	28.98594284	29.91173553	29.86379814	30.12983322				28	28	26	39.4	39.4	37.7	107.19	1.09E-122	3534200000	0.87649409	29.53020859	8.455417777	2.13E-05	0.000131597	3.163856212	4.67192172	3.88075452	Q96T37;Q96T37-2;Q96T37-3;F5GZJ8	Q96T37;Q96T37-2;Q96T37-3	Putative RNA-binding protein 15	RBM15	5857	+	
30.36056328	30.59757423	30.36907959	31.1883049	31.15485764	31.19195747				15	15	15	85.2	85.2	85.2	19.891	1.16E-69	7942200000	0.735967636	30.81038952	8.454178404	2.13E-05	0.000131597	3.162675631	4.671436308	3.88075452	Q99497	Q99497	Protein DJ-1	PARK7	5870	+	
29.37541962	29.51476097	29.68288422	30.32526207	30.32526207	30.39641953				12	12	12	47	47	47	29.995	4.66E-169	5003800000	0.824626287	29.93666808	8.436440132	2.17E-05	0.000133155	3.145762282	4.664482625	3.875642371	P62424;Q5T8U2;Q5T8U3	P62424;Q5T8U2;Q5T8U3	60S ribosomal protein L7a	RPL7A	4316	+	
31.99494362	32.06735992	32.19074249	32.9620018	32.90084457	32.68917465				16	16	16	76.3	76.3	76.3	25.035	4.56E-140	19124000000	0.766324997	32.46751118	8.423305251	2.19E-05	0.000134556	3.13321832	4.65932591	3.871097769	P30041	P30041	Peroxiredoxin-6	PRDX6	3603	+	
31.01964188	31.22389984	31.23570633	30.4557972	30.34172249	30.46178055				15	15	15	70.7	70.7	70.7	27.733	6.10E-64	7661500000	-0.739982605	30.78975805	-8.417109916	2.20E-05	0.000135122	3.127295809	4.65689138	3.869274491	P0A6L0	P0A6L0	Deoxyribose-phosphate aldolase	deoC	2321	+	
30.35726547	30.32118797	30.22110367	30.95763016	31.1883049	31.00172997				77	77	74	38.7	38.7	37.6	281.63	0	9136400000	0.749369303	30.67453702	8.414953619	2.21E-05	0.000135196	3.125233582	4.656043698	3.869037202	O75369-8;O75369-2;O75369-9;O75369;O75369-6;O75369-3;E7EN95;O75369-7;O75369-5;O75369-4;H7C5L4;Q8WXT3	O75369-8;O75369-2;O75369-9;O75369;O75369-6;O75369-3;E7EN95;O75369-7;O75369-5;O75369-4	Filamin-B	FLNB	1862	+	
31.57171631	31.58172226	31.53644562	30.9288826	30.82149506	30.61370468				6	6	6	35.6	35.6	35.6	13.497	8.43E-22	11099000000	-0.775267283	31.17566109	-8.405087913	2.23E-05	0.000136218	3.115792423	4.652163053	3.865766094	P0A7L3	P0A7L3	50S ribosomal protein L20	rplT	2415	+	
30.60012245	30.50386238	30.34461212	31.28515244	31.16275215	31.22389984				37	37	37	47.6	47.6	47.6	102.43	2.96E-183	8864100000	0.741069158	30.85340023	8.367998358	2.30E-05	0.000139319	3.08021283	4.637540974	3.85598975	O94906-2;O94906	O94906-2;O94906	Pre-mRNA-processing factor 6	PRPF6	1932	+	
32.36414719	32.76380539	32.32569122	33.36940765	33.52672958	33.49127579				17	17	14	73.7	73.7	63.9	29.174	8.16E-229	24378000000	0.977923075	32.97350947	8.383335201	2.31E-05	0.000139372	3.081191737	4.636650664	3.855825253	P62258;P62258-2;B4DJF2;I3L3T1;I3L0W5	P62258;P62258-2	14-3-3 protein epsilon	YWHAE	4301	+	
27.99497414	28.25754738	27.9901371	29.10668564	28.94708633	29.03326797				7	7	7	39.9	39.9	39.9	17.522	4.18E-34	1459000000	0.948127111	28.55494976	8.364146233	2.31E-05	0.000139372	3.076509714	4.636019325	3.855825253	E9PES6;E7ES08;E7EQU1;O15347;P0C6E5	E9PES6;E7ES08;E7EQU1;O15347	High mobility group protein B3	HMGB3	834	+	
30.56962585	30.73088455	30.67093658	31.30947876	31.27011108	31.42397118				26	26	26	53.9	53.9	53.9	66.049	2.02E-170	10973000000	0.677371343	30.99583467	8.363017057	2.31E-05	0.000139372	3.075423937	4.635573176	3.855825253	O00567;Q5JXT2;H0YDU4;H0Y653;E9PDI8	O00567;Q5JXT2	Nucleolar protein 56	NOP56;NOL5A	1665	+	
32.79719162	32.78386307	32.91373825	32.31701279	32.23223495	32.25444794				20	18	18	77.6	67.2	67.2	35.219	1.30E-124	23999000000	-0.563699087	32.5497481	-8.357000886	2.33E-05	0.000139944	3.069636859	4.633195304	3.854046822	P0A870	P0A870	Transaldolase B	talB	2462	+	
29.86042595	29.7088604	29.83372879	30.49769974	30.50386238	30.70269775				9	9	8	52.1	52.1	47.3	16.445	9.14E-35	5361500000	0.767081579	30.18454583	8.350896827	2.34E-05	0.000140337	3.063761562	4.630781284	3.852829205	P62249;Q6IPX4	P62249;Q6IPX4	40S ribosomal protein S16	RPS16	4299	+	
31.03315735	31.011446	31.18326569	30.00524902	30.13108635	30.37438202				15	15	15	82.5	82.5	82.5	32.456	4.62E-152	8003100000	-0.905717214	30.62309774	-8.347872569	2.35E-05	0.000140525	3.06084927	4.629584729	3.852247944	P06999	P06999	6-phosphofructokinase isozyme 2	pfkB	2171	+	
33.89484787	34.02906418	33.68259811	32.9930191	32.78386307	33.09896469				8	8	8	63.3	63.3	63.3	18.251	5.51E-66	41791000000	-0.9102211	33.41372617	-8.351021654	2.36E-05	0.000140747	3.056554667	4.627128899	3.851559787	P69783	P69783	Glucose-specific phosphotransferase enzyme IIA component	crr	4451	+	
28.3676548	28.54058456	28.42245865	29.21935081	29.57354546	29.45336723				11	11	7	42.4	42.4	27.5	41.59	9.44E-83	2328800000	0.971855164	28.92949359	8.330419607	2.38E-05	0.000141618	3.044024655	4.622672589	3.848882159	Q01085;Q01085-2;E7ETJ9;Q49AS9;E7ETC0;A6NKZ9	Q01085;Q01085-2;E7ETJ9;Q49AS9	Nucleolysin TIAR	TIAL1	4718	+	
30.00524902	30.20043564	30.02352333	30.99858093	30.77358627	30.82620049				29	28	27	55.8	54.4	53.2	66.408	4.14E-212	6508500000	0.789719899	30.47126261	8.330459262	2.38E-05	0.000141618	3.044062917	4.622688307	3.848882159	P20700;E9PBF6	P20700;E9PBF6	Lamin-B1	LMNB1	3349	+	
28.0402813	27.96542549	27.85385132	28.7421627	28.92973137	28.84122276				20	20	20	36.3	36.3	36.3	77.485	5.96E-95	1970700000	0.884519577	28.39544582	8.308349482	2.43E-05	0.000143402	3.022705549	4.613915126	3.843443676	Q9UKF6;G5E9W3;E7ER23;F5GXZ2;C9JZH6	Q9UKF6;G5E9W3;E7ER23;F5GXZ2	Cleavage and polyadenylation specificity factor subunit 3	CPSF3	6418	+	
29.75876045	29.97816277	29.73809052	28.82377243	28.87391663	29.0687294				9	9	9	85.4	85.4	85.4	14.701	2.18E-55	3818700000	-0.902865092	29.37357203	-8.307845197	2.43E-05	0.000143402	3.022217854	4.613714806	3.843443676	P75874	P75874	Uncharacterized protein yccU	yccU	4492	+	
30.53494072	30.58987999	30.80802536	31.4179306	31.51433945	31.34599876				10	10	10	43.8	43.8	43.8	33.488	3.81E-85	5183300000	0.781807582	31.03518581	8.289041058	2.48E-05	0.000145298	3.004014155	4.606238144	3.837740468	Q01105;B2REB8;A6NGV1;Q5VXV2;Q01105-2	Q01105;B2REB8;A6NGV1;Q5VXV2;Q01105-2	Protein SET	SET	4719	+	
31.36502266	30.95763016	31.40228844	32.21478653	32.29953003	32.17318726				9	9	9	44.4	44.4	44.4	26.888	6.92E-123	13423000000	0.987520854	31.73540751	8.278410101	2.50E-05	0.000146327	2.993706945	4.602005162	3.834674945	Q86V81;E9PB61	Q86V81;E9PB61	THO complex subunit 4	ALYREF	5401	+	
29.51029968	29.08010674	29.19615364	30.27077293	30.17787743	30.30407715				29	29	29	49.9	49.9	49.9	82.587	6.75E-151	4459700000	0.988722483	29.75654793	8.271996536	2.52E-05	0.000146797	2.987483195	4.599449327	3.83328344	H3BLV7;E7EPR3;Q16666;Q16666-2;Q16666-3;H3BM18;H3BR88;H3BVE6;Q6K0P9-6;Q6K0P9-5;Q6K0P9-4;Q6K0P9-3;Q6K0P9-2;Q6K0P9;H3BR65	H3BLV7;E7EPR3;Q16666;Q16666-2;Q16666-3	Gamma-interferon-inducible protein 16	IFI16	823	+	
28.81038666	28.68927574	28.80611229	29.63466454	29.50014496	29.47527885				18	17	17	62.5	60.5	60.5	46.247	2.58E-87	2432600000	0.768104553	29.15264384	8.243186486	2.58E-05	0.000149139	2.959474647	4.58794873	3.826409192	P17174;B7Z7E9;B7Z1I2	P17174;B7Z7E9;B7Z1I2	Aspartate aminotransferase, cytoplasmic;Aspartate aminotransferase	GOT1	3287	+	
30.75415611	30.69277763	30.48235321	31.48428917	31.36862946	31.35371208				22	22	22	38.6	38.6	38.6	81.074	3.24E-125	7863000000	0.759114583	31.02265294	8.233968649	2.60E-05	0.000149815	2.950495541	4.58426228	3.824444997	Q08945;E9PMD4;E9PPZ7	Q08945	FACT complex subunit SSRP1	SSRP1	4779	+	
31.21313286	30.89141464	31.00172997	31.83195496	31.75222206	31.81846428				12	12	12	40.5	40.5	40.5	47.837	1.14E-84	8521200000	0.76545461	31.41815313	8.211034093	2.66E-05	0.000152214	2.928117594	4.575075791	3.817544273	B7Z254;Q15084;F8WA83;B5MCQ5;Q15084-2	B7Z254;Q15084;F8WA83;B5MCQ5;Q15084-2	Protein disulfide-isomerase A6	PDIA6	423	+	
33.26527023	33.13375092	33.46110916	32.48480988	32.54098129	32.61115646				22	22	22	77	77	77	30.423	3.56E-153	41740000000	-0.741060893	32.91617966	-8.204801092	2.68E-05	0.000152893	2.922026633	4.572575597	3.815613646	P0A6P1	P0A6P1	Elongation factor Ts	tsf	2329	+	
32.61115646	32.3481369	32.21478653	33.1748848	33.21775818	33.21775818				17	17	17	85.9	85.9	85.9	22.782	3.97E-102	24210000000	0.812107086	32.79741351	8.192060997	2.71E-05	0.000153957	2.909564567	4.567460533	3.812599274	P04792;B4DL87;F8WE04;C9J3N8	P04792;B4DL87;F8WE04	Heat shock protein beta-1	HSPB1	2091	+	
28.80529213	28.72185898	28.87080765	29.68123817	29.53059769	29.50848198				27	27	27	56.9	56.9	56.9	63.541	1.80E-206	2902700000	0.774119695	29.18637943	8.166245301	2.77E-05	0.000156804	2.884261495	4.557076167	3.804644056	P46060;F8W7I9;H0Y4Q3;B0QYT5;B0QYT4;B0QYT6	P46060;F8W7I9	Ran GTPase-activating protein 1	RANGAP1	4009	+	
30.87922096	31.12667465	30.75415611	30.09024048	30.09024048	30.04229927				16	16	16	56	56	56	53.74	4.30E-133	5913500000	-0.845757167	30.49713866	-8.161231936	2.79E-05	0.00015733	2.879339782	4.5550565	3.803187311	P02930	P02930	Outer membrane protein tolC	tolC	2061	+	
29.40571213	29.48621178	29.2454071	30.22110367	30.07822227	30.15217018				36	36	36	34.5	34.5	34.5	144.5	6.26E-196	4694100000	0.771388372	29.76480452	8.154699303	2.80E-05	0.000158082	2.872922714	4.552423299	3.801116303	P41252;Q5TCD1;Q5TCC4;F5H434;Q5TCC5;Q5TCD2;Q5TCC6;Q5TCC9	P41252	Isoleucine--tRNA ligase, cytoplasmic	IARS	3938	+	
33.97104263	33.83023071	34.22959137	33.26527023	33.1748848	33.13375092				24	24	24	76.5	76.5	76.5	43.387	4.63E-205	52253000000	-0.818986257	33.60079511	-8.15155978	2.81E-05	0.000158339	2.869837176	4.551157208	3.800411679	P0AEX9	P0AEX9	Maltose-binding periplasmic protein	malE	2953	+	
28.94708633	28.76859665	28.74467468	29.69520378	29.55442047	29.58570862				23	23	23	33.9	33.9	33.9	91.706	1.20E-105	3430600000	0.791658401	29.21594842	8.144199455	2.83E-05	0.000158849	2.862599448	4.548187446	3.799014418	Q96QK1;F5GYF5;I3L4S0;I3L4P4	Q96QK1;F5GYF5	Vacuolar protein sorting-associated protein 35	VPS35	5835	+	
29.08759308	29.13350868	28.88231659	29.78098869	29.87003326	29.82189941				27	27	3	43.2	43.2	5.2	86.47	1.27E-113	3703700000	0.78983434	29.42938995	8.141985995	2.84E-05	0.000158933	2.86042177	4.547293936	3.798787043	Q08J23;D6RAS3;Q5SWD1	Q08J23	tRNA (cytosine(34)-C(5))-methyltransferase	NSUN2	4784	+	
31.18326569	31.51951218	31.66078377	32.44631195	32.43789673	32.3481369				7	7	7	62.9	62.9	62.9	11.737	5.93E-46	12180000000	0.956261317	31.9326512	8.139133156	2.84E-05	0.00015915	2.857614305	4.54614204	3.798193008	P10599;B1ALW1	P10599;B1ALW1	Thioredoxin	TXN	3116	+	
28.98594284	29.03608513	28.88508415	29.7413578	29.83372879	29.63466454				12	12	12	19.3	19.3	19.3	85.237	2.28E-73	4119200000	0.767546336	29.35281054	8.134247387	2.86E-05	0.00015967	2.852804303	4.544168556	3.79677667	P49321;P49321-2;P49321-3;Q5T624;B4DS57;F5H3J2;H0YDS9;E9PI86;E9PRH9;H0YF33;E9PPQ8;E9PPR5	P49321;P49321-2;P49321-3;Q5T624;B4DS57;F5H3J2;H0YDS9	Nuclear autoantigenic sperm protein	NASP	4063	+	
30.14348793	30.0193367	29.93600082	29.26132202	29.29936028	29.05807495				15	15	15	66.9	66.9	66.9	30.832	3.29E-74	5183400000	-0.826689402	29.61959712	-8.123944207	2.88E-05	0.000161002	2.842652856	4.540003746	3.793168291	P0A715	P0A715	2-dehydro-3-deoxyphosphooctonate aldolase	kdsA	2360	+	
27.87502098	27.82828331	27.98101044	28.8351841	29.00695419	28.68647575				12	12	12	39.1	39.1	39.1	45.745	3.84E-63	1166400000	0.948099772	28.36882146	8.113054141	2.91E-05	0.000162022	2.831911285	4.535597124	3.790426697	O60884;H3BMW5;I3L320	O60884	DnaJ homolog subfamily A member 2	DNAJA2	1833	+	
29.37287903	29.00877762	29.39593315	30.16415215	30.31559753	30.19912148				13	13	13	49.2	49.2	49.2	29.945	8.98E-41	4592100000	0.967093786	29.74274349	8.101809452	2.94E-05	0.000163521	2.820807093	4.531042059	3.786425227	P61247;F5H4F9;H0Y8L7;E9PFI5;D6RG13;D6RAT0;H0Y9Y4;D6RB09;D6RAS7;D6R9B6;D6RED7;D6RI02;D6RGE0	P61247;F5H4F9;H0Y8L7;E9PFI5;D6RG13;D6RAT0;H0Y9Y4;D6RB09	40S ribosomal protein S3a	RPS3A	4270	+	
28.25879097	28.34878731	28.20151711	29.02101898	29.14366913	29.01683998				36	36	35	27	27	26.5	208.73	2.04E-185	2426700000	0.790810903	28.66510391	8.089772936	2.98E-05	0.000165159	2.808906494	4.526160658	3.782096715	P51610;P51610-2;A6NEM2;P51610-3;H7C1C4	P51610;P51610-2;A6NEM2	Host cell factor 1;HCF N-terminal chain 1;HCF N-terminal chain 2;HCF N-terminal chain 3;HCF N-terminal chain 4;HCF N-terminal chain 5;HCF N-terminal chain 6;HCF C-terminal chain 1;HCF C-terminal chain 2;HCF C-terminal chain 3;HCF C-terminal chain 4;HCF C-terminal chain 5;HCF C-terminal chain 6	HCFC1	4126	+	
30.01867485	30.19122314	30.1062603	30.79617691	30.71568489	30.74954987				55	55	55	41.5	41.5	41.5	170.59	1.36E-260	6952500000	0.648417791	30.42959499	8.083895744	2.99E-05	0.000165858	2.803090223	4.523775068	3.780263311	P07814;F5H7I7;E7EMN0;REV__H0YGN0;REV__Q9HBE4-2;REV__Q9HBE4;REV__F5GWI9;REV__F5GXZ7;REV__F5GZ97;REV__Q9Y3C0;REV__F5GZZ9;REV__Q86VB7-3;REV__Q86VB7-4;REV__C9JHR8;REV__Q86VB7;REV__Q86VB7-2	P07814;F5H7I7;E7EMN0	Bifunctional glutamate/proline--tRNA ligase;Glutamate--tRNA ligase;Proline--tRNA ligase	EPRS	2203	+	
28.46004105	28.61195755	28.58900261	29.26959991	29.57747078	29.46840858				15	15	15	50.8	50.8	50.8	40.369	2.87E-54	2200100000	0.884826024	28.99608008	8.073008772	3.02E-05	0.000167343	2.792306646	4.519352329	3.776392058	Q86UY0;Q8NBS9;B2RDM2	Q86UY0;Q8NBS9;B2RDM2	Thioredoxin domain-containing protein 5	TXNDC5	5396	+	
28.96515083	28.83291626	29.11672401	28.15879059	27.90499115	27.92362404				14	14	14	32.7	32.7	32.7	68.346	1.00E-65	2358500000	-0.97579511	28.48369948	-8.055290566	3.08E-05	0.000169928	2.774730417	4.51214432	3.769734834	P09323	P09323	PTS system N-acetylglucosamine-specific EIICBA component;N-acetylglucosamine permease IIC component;N-acetylglucosamine-specific phosphotransferase enzyme IIB component;N-acetylglucosamine-specific phosphotransferase enzyme IIA component	nagE	2261	+	
29.9928112	29.77663994	29.92154503	30.71568489	30.53494072	30.74586868				29	29	29	47.3	47.3	47.3	92.25	2.52E-144	5038600000	0.768499374	30.28124841	8.045627446	3.10E-05	0.000170826	2.765130973	4.508207925	3.767446617	Q99459	Q99459	Cell division cycle 5-like protein	CDC5L	5865	+	
31.12294769	31.14764404	31.06856918	30.33527184	30.54217911	30.48235321				9	9	9	77.8	77.8	77.8	19.416	5.28E-60	8140100000	-0.659785589	30.78316085	-8.043468679	3.11E-05	0.000170956	2.762985103	4.507328011	3.767114709	P45578	P45578	S-ribosylhomocysteine lyase	luxS	4000	+	
30.27784538	30.37438202	30.11070824	29.46098137	29.50848198	29.54533768				25	25	24	57.3	57.3	57.3	54.879	1.95E-138	6658100000	-0.749378204	29.87962278	-8.029796448	3.15E-05	0.000172899	2.749383271	4.501750852	3.762207051	P68767	P68767	Cytosol aminopeptidase	pepA	4434	+	
30.21380234	30.52038765	30.52932167	29.56122589	29.49635696	29.63785362				4	4	4	72	72	72	8.5244	9.92E-41	3084100000	-0.85602506	29.99315802	-8.028756699	3.15E-05	0.000172899	2.748348077	4.501326411	3.762207051	P0AB14	P0AB14	Uncharacterized protein yccJ	yccJ	2679	+	
27.73460579	27.69439316	28.01192093	28.7920723	28.72561646	28.74582863				13	13	13	29.5	29.5	29.5	52.562	3.46E-54	1736300000	0.940865835	28.28407288	8.021142466	3.18E-05	0.000173488	2.740763766	4.49821684	3.760731431	Q13867;E7EMN3	Q13867;E7EMN3	Bleomycin hydrolase	BLMH	4894	+	
28.09636116	28.14427757	28.09897995	28.87772179	28.86373901	28.82377243				24	24	24	53.7	53.7	53.7	57.136	2.27E-95	1992900000	0.741871516	28.48414199	8.019806832	3.18E-05	0.000173488	2.739432755	4.497671141	3.760731431	P14868;Q68CR9;H7BZ35;C9J7S3;C9JLC1;H7C278;C9JQM9	P14868;Q68CR9	Aspartate--tRNA ligase, cytoplasmic	DARS;DKFZp781B11202	3220	+	
30.80802536	30.72362518	30.98547935	31.5089283	31.67605972	31.53644562				17	17	17	52.3	52.3	52.3	43.062	9.41E-97	9823600000	0.734767914	31.20642726	8.002980183	3.23E-05	0.000175599	2.72264837	4.490790108	3.755477987	Q12905	Q12905	Interleukin enhancer-binding factor 2	ILF2	4810	+	
29.47328186	29.2813015	29.328619	30.35088921	30.25244904	30.0379734				11	11	11	52.7	52.7	52.7	26.411	2.21E-86	4317400000	0.852703094	29.787419	7.998900199	3.24E-05	0.000176056	2.718574167	4.489119928	3.754348984	P28066;B4E2V4	P28066;B4E2V4	Proteasome subunit alpha type-5	PSMA5	3562	+	
28.45487595	28.49706268	28.50223732	29.17194939	29.48044968	29.33710861				11	11	11	38.7	38.7	38.7	41.92	1.53E-58	2774000000	0.845110575	28.9072806	7.996296909	3.25E-05	0.000176269	2.715973653	4.488053894	3.753823454	Q99536;B0AZP7;B3KUF8;E9PF80	Q99536;B0AZP7;B3KUF8	Synaptic vesicle membrane protein VAT-1 homolog	VAT1	5871	+	
29.01209641	29.00438118	28.97302246	29.94459724	29.67787933	29.72143745				20	20	20	28.4	28.4	28.4	89.301	5.15E-85	3418900000	0.784804662	29.38890235	7.992466887	3.26E-05	0.000176687	2.712146423	4.486485022	3.752794413	P46087;Q3KQS4;P46087-2;Q05BA7;F5GYR3;F5H5X6;F5GWB7;F5H709;F5H359;F5H8G6	P46087;Q3KQS4;P46087-2;Q05BA7	Putative ribosomal RNA methyltransferase NOP2	NOP2	4012	+	
30.7609272	30.61033249	31.0879364	31.89500999	31.70832825	31.79722786				18	18	18	40.9	40.9	40.9	65.38	1.67E-121	9973600000	0.98045667	31.30996037	7.988357933	3.27E-05	0.000177154	2.70803875	4.48480123	3.751649782	Q53GS9;B9A018;B8ZZD1;B4DHT4;G5E9H0;C9JIU2;F8WC91;C9J0X5	Q53GS9;B9A018;B8ZZD1;B4DHT4;G5E9H0	U4/U6.U5 tri-snRNP-associated protein 2	USP39	5130	+	
29.71645927	29.83372879	29.7413578	30.38272667	30.36056328	30.4424839				43	43	42	38.5	38.5	38.5	143.7	7.29E-181	6001300000	0.631409327	30.07955329	7.982479827	3.29E-05	0.000177699	2.702159396	4.482391273	3.750316145	Q5JTH9;Q5JTH9-2;E9PCK7;F5H456	Q5JTH9;Q5JTH9-2;E9PCK7;F5H456	RRP12-like protein	RRP12	5155	+	
32.18618774	31.93091774	32.02236557	31.33987236	31.07492447	30.9255352				23	23	23	59.8	59.8	59.8	51.719	9.23E-143	16621000000	-0.933046341	31.57996718	-7.980749317	3.30E-05	0.000177769	2.700427825	4.481681516	3.750143549	P25526	P25526	Succinate-semialdehyde dehydrogenase [NADP(+)] GabD	gabD	3482	+	
29.75167465	29.6121769	29.85475731	30.63996887	30.41941643	30.50386238				15	15	15	39.7	39.7	39.7	57.861	3.52E-110	4292800000	0.781546275	30.13030942	7.970909823	3.33E-05	0.000178596	2.690576318	4.477643603	3.74812748	P52292;A9QM74	P52292	Importin subunit alpha-2	KPNA2	4148	+	
32.22794724	32.17872238	32.15442276	31.57374001	31.57171631	31.30947876				20	20	18	80.6	80.6	76.1	29.777	6.73E-102	22698000000	-0.702052434	31.83600458	-7.97061712	3.33E-05	0.000178596	2.690283102	4.477523424	3.74812748	P0AGE9	P0AGE9	Succinyl-CoA ligase [ADP-forming] subunit alpha	sucD	3070	+	
29.21693039	29.02796745	29.30912399	28.3676548	28.36563683	28.27546692				10	10	10	67.8	67.8	67.8	21.226	1.60E-50	2638800000	-0.848421097	28.7604634	-7.974022541	3.32E-05	0.000178596	2.693693938	4.47892142	3.74812748	P0A8E1	P0A8E1	UPF0227 protein ycfP	ycfP	2481	+	
30.32118797	30.38272667	29.96622467	29.22221565	29.31322479	29.29139709				9	9	9	69.5	69.5	69.5	17.033	1.71E-36	4484200000	-0.947767258	29.74949614	-7.971438105	3.33E-05	0.000178596	2.691105504	4.477860498	3.74812748	P0A6Q6	P0A6Q6	(3R)-hydroxymyristoyl-[acyl-carrier-protein] dehydratase	fabZ	2334	+	
